1619827200000,2773.16,2780.00,2762.52,2770.13,71762.648,1619830799999,198899304.75565,73768,32961.297,91368261.02153,0
1619830800000,2770.13,2807.35,2754.04,2806.70,89231.292,1619834399999,247611946.31411,84052,49517.266,137499875.48888,0
1619834400000,2806.88,2843.40,2800.36,2827.74,168689.384,1619837999999,476989616.39645,167057,83658.679,236541327.40948,0
1619838000000,2827.74,2851.94,2824.47,2841.11,72882.326,1619841599999,207053066.32823,74614,39046.067,110928478.85213,0
1619841600000,2841.29,2847.55,2833.73,2846.42,55310.712,1619845199999,157192477.37371,59731,25542.366,72600265.52946,0
1619845200000,2846.34,2873.45,2840.00,2853.01,103050.847,1619848799999,294631785.12142,99071,52275.912,149461358.05425,0
1619848800000,2853.01,2870.00,2842.71,2856.13,66752.256,1619852399999,190744666.84000,66232,31978.225,91392055.61400,0
1619852400000,2856.12,2867.00,2846.00,2861.85,69801.189,1619855999999,199305761.17928,63254,33812.578,96559900.85385,0
1619856000000,2861.88,2869.99,2832.49,2833.60,108028.440,1619859599999,308367299.69515,83295,47334.375,135150555.00479,0
1619859600000,2833.59,2846.15,2808.42,2835.11,122235.140,1619863199999,345783257.84313,106598,61528.851,174091600.74002,0
1619863200000,2835.10,2846.50,2826.38,2845.25,48005.066,1619866799999,136221026.98307,55180,24110.125,68414822.28589,0
1619866800000,2845.25,2863.13,2845.24,2859.17,74510.307,1619870399999,212904625.24458,70362,39861.687,113892567.58447,0
1619870400000,2859.16,2883.18,2856.36,2871.30,105474.430,1619873999999,303123522.00300,99651,54942.429,157900170.63506,0
1619874000000,2871.31,2879.48,2856.28,2873.60,76268.264,1619877599999,218880770.30328,74799,37432.874,107444988.40365,0
1619877600000,2873.67,2878.80,2851.50,2855.80,96204.868,1619881199999,275478463.51515,85574,46763.395,133918574.69257,0
1619881200000,2855.80,2868.00,2841.00,2867.66,102533.628,1619884799999,292640236.33681,92779,51560.332,147170361.78528,0
1619884800000,2867.63,2905.14,2867.24,2898.72,166056.481,1619888399999,479178427.30326,138451,84382.009,243531545.13958,0
1619888400000,2898.99,2942.00,2898.21,2935.61,181992.384,1619891999999,531990175.21840,160836,94028.081,274865621.60998,0
1619892000000,2935.61,2946.14,2917.42,2940.97,118280.206,1619895599999,347027854.36887,103263,59421.562,174352821.48550,0
1619895600000,2940.98,2941.24,2917.00,2928.77,81217.679,1619899199999,237815874.90007,75898,38860.214,113796076.62391,0
1619899200000,2928.77,2958.91,2926.20,2949.27,82734.340,1619902799999,243383052.86485,81247,42734.944,125739922.78584,0
1619902800000,2949.27,2949.89,2919.18,2926.68,81455.073,1619906399999,238815220.79422,80447,37560.651,110116892.12521,0
1619906400000,2926.67,2948.67,2911.10,2940.17,90533.217,1619909999999,265728435.71317,81446,44178.690,129712363.47022,0
1619910000000,2940.18,2956.00,2934.30,2947.01,60988.708,1619913599999,179703634.02664,62157,31018.217,91402793.64834,0
1619913600000,2947.00,2954.85,2927.00,2934.05,80838.535,1619917199999,237656906.31400,77794,39549.403,116281535.31002,0
1619917200000,2934.04,2945.88,2924.21,2941.19,49997.673,1619920799999,146768314.62789,56328,24410.764,71661353.59653,0
1619920800000,2941.19,2956.11,2938.72,2950.14,55769.001,1619924399999,164474360.75718,64408,25487.550,75174514.38220,0
1619924400000,2950.14,2953.82,2899.84,2906.00,137751.768,1619927999999,402528717.59142,115985,62827.597,183641508.81671,0
1619928000000,2906.01,2930.52,2875.00,2927.61,191790.591,1619931599999,557090638.54509,162346,94032.652,273179010.68191,0
1619931600000,2927.62,2928.62,2904.86,2916.77,71704.736,1619935199999,209156366.74831,73749,33814.412,98640560.99653,0
1619935200000,2916.78,2927.85,2908.00,2913.08,47704.922,1619938799999,139195587.99145,55100,20888.667,60951770.15479,0
1619938800000,2913.08,2918.00,2875.40,2896.50,103385.387,1619942399999,299378603.14378,95412,46219.899,133836214.81520,0
1619942400000,2896.50,2902.00,2856.70,2882.01,143755.037,1619945999999,413762404.12515,117829,67500.472,194312361.66544,0
1619946000000,2882.01,2903.17,2870.84,2903.00,106406.308,1619949599999,307075789.00588,90568,53444.881,154253925.34985,0
1619949600000,2903.00,2926.99,2895.47,2926.30,119823.956,1619953199999,349067677.74911,93745,59966.372,174691649.51755,0
1619953200000,2926.29,2939.00,2905.67,2938.30,74145.086,1619956799999,216672403.74365,69453,36395.477,106398212.08641,0
1619956800000,2938.29,2940.00,2920.39,2926.34,69088.084,1619960399999,202312481.84672,64960,34386.257,100683121.90648,0
1619960400000,2926.40,2931.47,2904.46,2916.57,74992.861,1619963999999,218785192.63348,69715,34469.384,100560511.00944,0
1619964000000,2916.56,2927.45,2911.61,2919.87,50767.886,1619967599999,148249310.35589,55562,24700.163,72135009.83563,0
1619967600000,2919.86,2941.52,2911.90,2931.07,84152.206,1619971199999,246251581.87216,72078,43822.384,128262107.26510,0
1619971200000,2931.07,2944.60,2921.23,2924.89,82499.696,1619974799999,241965193.42918,85895,37857.821,111043401.44724,0
1619974800000,2924.89,2935.76,2921.00,2934.01,36251.889,1619978399999,106201616.97258,46781,16998.639,49801258.42261,0
1619978400000,2934.01,2973.00,2931.00,2968.45,96508.581,1619981999999,284988045.51513,97087,52402.457,154757389.76223,0
1619982000000,2968.44,2979.00,2960.09,2965.56,90400.636,1619985599999,268518171.51190,87447,44926.924,133464076.84770,0
1619985600000,2965.56,2973.68,2954.61,2970.77,58718.573,1619989199999,174185639.12071,57472,27983.039,83022327.81773,0
1619989200000,2970.78,2986.97,2965.00,2973.42,66176.269,1619992799999,197003193.73052,77409,34770.656,103514215.25194,0
1619992800000,2973.43,2982.89,2931.17,2948.13,127317.572,1619996399999,376081552.16036,106750,61508.300,181687167.75610,0
1619996400000,2948.13,2955.68,2936.61,2950.98,60780.694,1619999999999,179241378.36391,56957,28655.143,84522415.39460,0
1620000000000,2950.91,2997.00,2950.70,2996.02,137800.920,1620003599999,411123025.93067,131573,72903.757,217520078.21511,0
1620003600000,2996.02,3033.28,2990.00,3023.59,188911.314,1620007199999,568930333.15389,166422,99786.559,300481405.07927,0
1620007200000,3023.80,3037.93,3011.92,3032.24,103945.249,1620010799999,314442345.82428,100688,51668.539,156320950.77992,0
1620010800000,3031.97,3060.51,3022.20,3054.36,131422.643,1620014399999,400373077.81113,123727,66310.925,202018794.72049,0
1620014400000,3054.37,3059.40,3036.97,3052.58,96195.071,1620017999999,293426627.01167,94679,44285.682,135090184.24905,0
1620018000000,3052.58,3110.94,3049.59,3101.99,197726.408,1620021599999,610011874.13673,174920,103217.401,318449787.16550,0
1620021600000,3101.99,3105.00,3083.00,3090.99,119786.083,1620025199999,370550857.93957,106419,55803.904,172630456.81180,0
1620025200000,3090.99,3149.59,3083.39,3148.77,247621.457,1620028799999,774987067.54088,202443,128158.439,401015079.67508,0
1620028800000,3148.72,3207.58,3135.51,3187.17,336727.216,1620032399999,1070192413.35651,270642,168808.490,536541026.40898,0
1620032400000,3187.18,3192.57,3143.00,3169.84,238334.139,1620035999999,755777400.81910,193893,112140.080,355657044.94599,0
1620036000000,3169.84,3173.26,3132.00,3155.69,164222.385,1620039599999,517951942.51666,148871,78048.097,246228024.97209,0
1620039600000,3155.68,3183.10,3152.00,3155.72,137456.909,1620043199999,435644006.60910,126633,64409.868,204178529.94920,0
1620043200000,3155.72,3166.28,3116.10,3148.30,147737.137,1620046799999,464196934.65677,132078,71232.451,223863664.99578,0
