1606780800000,617.50,618.57,604.00,606.43,231171.489,1606784399999,141331353.35302,57485,111004.458,67913769.59531,0
1606784400000,606.42,612.87,604.01,611.66,134904.211,1606787999999,82048537.12526,39528,61515.916,37421743.56956,0
1606788000000,611.55,612.70,608.22,612.04,92654.443,1606791599999,56573955.84168,32885,40084.968,24476796.78151,0
1606791600000,612.05,612.31,604.19,605.71,85058.676,1606795199999,51700271.50738,30721,37371.634,22719997.69540,0
1606795200000,605.70,609.58,602.25,604.21,115129.581,1606798799999,69771407.24092,40345,51229.521,31054778.77293,0
1606798800000,604.21,609.50,601.94,609.00,88695.832,1606802399999,53795877.98748,29535,42744.514,25934121.88887,0
1606802400000,609.00,613.32,605.00,605.83,112544.581,1606805999999,68580941.88071,36962,53991.872,32911500.61990,0
1606806000000,605.83,612.19,604.68,611.50,94083.387,1606809599999,57333403.22784,31602,50267.539,30629950.11771,0
1606809600000,611.50,614.31,609.05,609.83,105976.303,1606813199999,64800675.17355,36850,51231.192,31331653.55663,0
1606813200000,609.82,615.71,609.09,615.39,117776.907,1606816799999,72073101.46937,39490,59669.534,36523136.59644,0
1606816800000,615.40,630.00,614.79,628.58,409460.587,1606820399999,255620530.91029,113374,208394.184,130118844.85387,0
1606820400000,628.63,638.66,588.00,616.35,961024.979,1606823999999,595544814.48804,217885,434362.340,269366808.40708,0
1606824000000,616.44,618.11,558.00,576.94,1269649.640,1606827599999,744677753.41125,289305,558342.894,327436555.20432,0
1606827600000,576.84,594.94,565.00,589.27,595338.939,1606831199999,345404143.65968,161000,301436.836,175039581.18018,0
1606831200000,589.27,615.00,581.79,611.07,467485.093,1606834799999,280162261.48199,130395,231170.710,138577082.45082,0
1606834800000,611.19,619.78,596.00,604.63,484275.237,1606838399999,295159020.25951,131841,212200.273,129453916.43985,0
1606838400000,604.51,609.44,586.32,594.51,468547.893,1606841999999,279550549.20852,135131,213609.885,127505734.93295,0
